Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Password,Customer Segment,Customer Street,Customer City,Customer State,Customer Zipcode,Customer Country
418,Blossom,Middleton,XXXXXXXXX,XXXXXXXXX,Home Office,3505 High Mall,Ypsilanti,MI,48197,EE. UU.
419,Breanna,Morrison,XXXXXXXXX,XXXXXXXXX,Corporate,7320 Lazy Forest Falls,Brooklyn,NY,11218,EE. UU.
420,Katelyn,Key,XXXXXXXXX,XXXXXXXXX,Corporate,851 Green Prairie Park,Caguas,PR,725,Puerto Rico
421,Karly,Porter,XXXXXXXXX,XXXXXXXXX,Corporate,5674 Merry Nectar Pines,Peoria,AZ,85345,EE. UU.
422,Olga,Stein,XXXXXXXXX,XXXXXXXXX,Corporate,8651 Heather Drive,Caguas,PR,725,Puerto Rico
423,Brenna,Wyatt,XXXXXXXXX,XXXXXXXXX,Corporate,3068 Indian Quail Cove,Garden Grove,CA,92843,EE. UU.
424,Tatyana,Tyson,XXXXXXXXX,XXXXXXXXX,Home Office,427 Clear Leaf Loop,Caguas,PR,725,Puerto Rico
425,Ifeoma,Hendricks,XXXXXXXXX,XXXXXXXXX,Corporate,5136 Red Prairie Park,Clementon,NJ,8021,EE. UU.
426,Kitra,Howard,XXXXXXXXX,XXXXXXXXX,Corporate,5722 Easy Heath,Memphis,TN,38127,EE. UU.
427,Summer,Hester,XXXXXXXXX,XXXXXXXXX,Consumer,8895 Shady Cider Moor,Antioch,TN,37013,EE. UU.
428,Sopoline,Hood,XXXXXXXXX,XXXXXXXXX,Consumer,4776 Pleasant Pioneer Cape,Caguas,PR,725,Puerto Rico
429,Emma,Suarez,XXXXXXXXX,XXXXXXXXX,Home Office,1853 Umber Field,Salt Lake City,UT,84118,EE. UU.
430,Eliana,Santos,XXXXXXXXX,XXXXXXXXX,Consumer,1142 Round Via,Caguas,PR,725,Puerto Rico
431,Denise,Young,XXXXXXXXX,XXXXXXXXX,Consumer,2027 Thunder Creek Thicket,Bakersfield,CA,93304,EE. UU.
432,Hermione,Rose,XXXXXXXXX,XXXXXXXXX,Corporate,2059 Cozy Field,Caguas,PR,725,Puerto Rico
433,Lara,Kim,XXXXXXXXX,XXXXXXXXX,Consumer,4436 Tawny Private,Granada Hills,CA,91344,EE. UU.
434,Hedy,Dunn,XXXXXXXXX,XXXXXXXXX,Consumer,3914 Silver Horse Cape,Caguas,PR,725,Puerto Rico
435,Violet,Melton,XXXXXXXXX,XXXXXXXXX,Home Office,5002 High Bank,Tallahassee,FL,32308,EE. UU.
436,Taylor,Aguilar,XXXXXXXXX,XXXXXXXXX,Home Office,1982 Burning Forest,Caguas,PR,725,Puerto Rico
437,Clare,Jenkins,XXXXXXXXX,XXXXXXXXX,Home Office,8776 Green Ridge,Hempstead,NY,11550,EE. UU.
438,Xerxes,Marsh,XXXXXXXXX,XXXXXXXXX,Corporate,2568 Rustic Valley,Caguas,PR,725,Puerto Rico
439,Rhonda,Bruce,XXXXXXXXX,XXXXXXXXX,Corporate,3071 Tawny Canyon,Astoria,NY,11103,EE. UU.
440,Morgan,Jimenez,XXXXXXXXX,XXXXXXXXX,Consumer,9666 Colonial Hickory Thicket,Gilroy,CA,95020,EE. UU.
441,Illiana,Mcpherson,XXXXXXXXX,XXXXXXXXX,Consumer,9739 Round Spring Expressway,Caguas,PR,725,Puerto Rico
442,Joan,Hickman,XXXXXXXXX,XXXXXXXXX,Consumer,3847 Blue Place,Azusa,CA,91702,EE. UU.
443,Amity,Weber,XXXXXXXXX,XXXXXXXXX,Consumer,3567 Rocky Grove,Caguas,PR,725,Puerto Rico
444,Jayme,Tyler,XXXXXXXXX,XXXXXXXXX,Consumer,8324 Little Common,Lenoir,NC,28645,EE. UU.
445,Geraldine,Mcfadden,XXXXXXXXX,XXXXXXXXX,Consumer,7802 Gentle Creek Square,Columbus,OH,43228,EE. UU.
446,Anika,Stokes,XXXXXXXXX,XXXXXXXXX,Consumer,7176 Bright Timber Passage,Albany,OR,97321,EE. UU.
447,Dana,Hoffman,XXXXXXXXX,XXXXXXXXX,Consumer,6888 Wishing Mountain Run,Humacao,PR,791,Puerto Rico
448,Blossom,Hill,XXXXXXXXX,XXXXXXXXX,Corporate,4791 Harvest Quail Limits,Caguas,PR,725,Puerto Rico
449,Sybil,Noel,XXXXXXXXX,XXXXXXXXX,Corporate,4482 Velvet Farm,Lindenhurst,NY,11757,EE. UU.
450,Genevieve,Joyce,XXXXXXXXX,XXXXXXXXX,Corporate,4776 Crystal River Stead,Elyria,OH,44035,EE. UU.
451,Tara,Gordon,XXXXXXXXX,XXXXXXXXX,Corporate,425 Noble Lane,Caguas,PR,725,Puerto Rico
452,Emma,Armstrong,XXXXXXXXX,XXXXXXXXX,Consumer,9666 Gentle Shadow Thicket,Riverside,CA,92504,EE. UU.
453,Geraldine,Barlow,XXXXXXXXX,XXXXXXXXX,Corporate,7550 Sleepy View Court,Caguas,PR,725,Puerto Rico
454,Lilah,Huff,XXXXXXXXX,XXXXXXXXX,Home Office,777 Sleepy Quail Key,Carson,CA,90745,EE. UU.
455,Ella,Mcmahon,XXXXXXXXX,XXXXXXXXX,Consumer,6718 High Panda Dell,Mesa,AZ,85204,EE. UU.
456,Lilah,Glass,XXXXXXXXX,XXXXXXXXX,Home Office,9871 Cotton Lagoon End,Caguas,PR,725,Puerto Rico
457,Alyssa,Fowler,XXXXXXXXX,XXXXXXXXX,Home Office,1066 Hidden Green,Honolulu,HI,96818,EE. UU.
458,Heather,Rocha,XXXXXXXXX,XXXXXXXXX,Consumer,7192 Green Arbor,Caguas,PR,725,Puerto Rico
459,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,7208 Bright Landing,Caguas,PR,725,Puerto Rico
460,Brittany,Gardner,XXXXXXXXX,XXXXXXXXX,Home Office,4232 Wishing Creek Campus,Caguas,PR,725,Puerto Rico
461,Lori,Perez,XXXXXXXXX,XXXXXXXXX,Home Office,1465 Round Fawn Passage,Caguas,PR,725,Puerto Rico
462,Katherine,Tyler,XXXXXXXXX,XXXXXXXXX,Home Office,8369 Sunny Crossing,Caguas,PR,725,Puerto Rico
463,Dennis,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,2290 Crystal Pathway,Caguas,PR,725,Puerto Rico
464,Billy,Butler,XXXXXXXXX,XXXXXXXXX,Home Office,1112 Cinder Woods,Caguas,PR,725,Puerto Rico
465,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,1425 Fallen Fox Arbor,Caguas,PR,725,Puerto Rico
466,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,4694 Burning Front,Caguas,PR,725,Puerto Rico
467,Edward,West,XXXXXXXXX,XXXXXXXXX,Home Office,7293 Lazy Hill,Caguas,PR,725,Puerto Rico
468,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,482 Easy Avenue,Caguas,PR,725,Puerto Rico
469,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,4694 Burning Front,Caguas,PR,725,Puerto Rico
470,Matthew,Key,XXXXXXXXX,XXXXXXXXX,Home Office,3709 Green Cider Court,Caguas,PR,725,Puerto Rico
471,Maria,Macdonald,XXXXXXXXX,XXXXXXXXX,Home Office,19 Clear Autumn Estates,Caguas,PR,725,Puerto Rico
472,Michael,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,9138 Indian Nook,Caguas,PR,725,Puerto Rico
473,William,Saunders,XXXXXXXXX,XXXXXXXXX,Home Office,7971 Foggy Highway,Caguas,PR,725,Puerto Rico
474,Alice,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,4294 High Passage,Caguas,PR,725,Puerto Rico
475,Lori,Fuller,XXXXXXXXX,XXXXXXXXX,Home Office,357 Noble Lane,Caguas,PR,725,Puerto Rico
476,Mary,Anderson,XXXXXXXXX,XXXXXXXXX,Home Office,9234 Green Farm,Caguas,PR,725,Puerto Rico
477,Mary,Anderson,XXXXXXXXX,XXXXXXXXX,Home Office,9234 Green Farm,Caguas,PR,725,Puerto Rico
478,Kyle,Thomas,XXXXXXXXX,XXXXXXXXX,Home Office,5274 Easy Beach,Caguas,PR,725,Puerto Rico
479,Mary,Phillips,XXXXXXXXX,XXXXXXXXX,Home Office,1088 Jagged Hills Nook,Caguas,PR,725,Puerto Rico
480,Benjamin,Riddle,XXXXXXXXX,XXXXXXXXX,Home Office,7046 Sleepy Berry Estates,Caguas,PR,725,Puerto Rico
481,Pamela,Murphy,XXXXXXXXX,XXXXXXXXX,Home Office,6982 Cinder Fawn Cape,Caguas,PR,725,Puerto Rico
482,Terry,Trujillo,XXXXXXXXX,XXXXXXXXX,Home Office,5763 Green Crossing,Caguas,PR,725,Puerto Rico
483,Betty,Sanchez,XXXXXXXXX,XXXXXXXXX,Home Office,5913 Easy Quail Wynd,Caguas,PR,725,Puerto Rico
484,Mary,Joyce,XXXXXXXXX,XXXXXXXXX,Home Office,7910 Cotton Branch Highway,Caguas,PR,725,Puerto Rico
485,Gregory,Rodriguez,XXXXXXXXX,XXXXXXXXX,Home Office,1632 Green Fawn Corners,Caguas,PR,725,Puerto Rico
486,Mary,Olson,XXXXXXXXX,XXXXXXXXX,Home Office,7333 Cinder Way,Caguas,PR,725,Puerto Rico
487,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,2991 Silent Deer Landing,Caguas,PR,725,Puerto Rico
488,Lawrence,Mclaughlin,XXXXXXXXX,XXXXXXXXX,Home Office,7291 Shady Nectar Cape,Caguas,PR,725,Puerto Rico
489,Stephen,Blackburn,XXXXXXXXX,XXXXXXXXX,Home Office,9825 Colonial Freeway,Caguas,PR,725,Puerto Rico
490,Mark,Harris,XXXXXXXXX,XXXXXXXXX,Home Office,2534 Easy Carrefour,Caguas,PR,725,Puerto Rico
491,Gregory,Rodriguez,XXXXXXXXX,XXXXXXXXX,Home Office,1632 Green Fawn Corners,Caguas,PR,725,Puerto Rico
492,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,1914 Iron Berry Edge,Caguas,PR,725,Puerto Rico
493,Mark,Harris,XXXXXXXXX,XXXXXXXXX,Home Office,2534 Easy Carrefour,Caguas,PR,725,Puerto Rico
494,Cynthia,Nelson,XXXXXXXXX,XXXXXXXXX,Home Office,3200 Amber Pine Vale,Caguas,PR,725,Puerto Rico
495,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,5086 Emerald Fox Farms,Caguas,PR,725,Puerto Rico
496,Mark,Harris,XXXXXXXXX,XXXXXXXXX,Home Office,2534 Easy Carrefour,Caguas,PR,725,Puerto Rico
497,Mary,King,XXXXXXXXX,XXXXXXXXX,Home Office,4210 Dewy Round,Caguas,PR,725,Puerto Rico
498,Aaron,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,8570 Hazy Forest End,Caguas,PR,725,Puerto Rico
499,Carolyn,Rodriguez,XXXXXXXXX,XXXXXXXXX,Home Office,9885 Hazy Forest Path,Caguas,PR,725,Puerto Rico
500,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,2264 Thunder Abbey,Caguas,PR,725,Puerto Rico
